,period,company,tickers,indicator,unit,amount
78717,2014 Q2,HEALTHEQUITY INC,HQY,Final Revenue,US Dollar,"20,891,000"
78724,2014 Q3,HEALTHEQUITY INC,HQY,Final Revenue,US Dollar,"21,862,000"
78733,2014 Q4,HEALTHEQUITY INC,HQY,Final Revenue,US Dollar,"24,871,000"
78743,2015 Q1,HEALTHEQUITY INC,HQY,Final Revenue,US Dollar,"29,850,000"
78752,2015 Q2,HEALTHEQUITY INC,HQY,Final Revenue,US Dollar,"30,494,000"
78761,2015 Q3,HEALTHEQUITY INC,HQY,Final Revenue,US Dollar,"30,556,000"
78770,2015 Q4,HEALTHEQUITY INC,HQY,Final Revenue,US Dollar,"35,886,000"
78780,2016 Q1,HEALTHEQUITY INC,HQY,Final Revenue,US Dollar,"44,013,000"
78789,2016 Q2,HEALTHEQUITY INC,HQY,Final Revenue,US Dollar,"44,185,000"
78798,2016 Q3,HEALTHEQUITY INC,HQY,Final Revenue,US Dollar,"43,358,000"
78807,2016 Q4,HEALTHEQUITY INC,HQY,Final Revenue,US Dollar,"46,814,000"
78817,2014 Q1,"Health Insurance Innovations, Inc.",HIIQ,Final Revenue,US Dollar,"17,927,000"
78824,2014 Q2,"Health Insurance Innovations, Inc.",HIIQ,Final Revenue,US Dollar,"20,937,000"
78831,2014 Q3,"Health Insurance Innovations, Inc.",HIIQ,Final Revenue,US Dollar,"23,364,000"
78840,2014 Q4,"Health Insurance Innovations, Inc.",HIIQ,Final Revenue,US Dollar,"26,530,000"
78848,2015 Q1,"Health Insurance Innovations, Inc.",HIIQ,Final Revenue,US Dollar,"22,541,000"
78855,2015 Q2,"Health Insurance Innovations, Inc.",HIIQ,Final Revenue,US Dollar,"22,747,000"
78862,2015 Q3,"Health Insurance Innovations, Inc.",HIIQ,Final Revenue,US Dollar,"25,799,000"
78869,2015 Q4,"Health Insurance Innovations, Inc.",HIIQ,Final Revenue,US Dollar,"33,617,000"
78877,2016 Q1,"Health Insurance Innovations, Inc.",HIIQ,Final Revenue,US Dollar,"42,490,000"
78884,2016 Q2,"Health Insurance Innovations, Inc.",HIIQ,Final Revenue,US Dollar,"44,494,000"
78891,2016 Q3,"Health Insurance Innovations, Inc.",HIIQ,Final Revenue,US Dollar,"46,108,000"
78898,2016 Q4,"Health Insurance Innovations, Inc.",HIIQ,Final Revenue,US Dollar,"51,424,000"
78906,2014 Q1,HEALTHSTREAM INC,HSTM,Final Revenue,US Dollar,"38,350,000"
78914,2014 Q2,HEALTHSTREAM INC,HSTM,Final Revenue,US Dollar,"42,476,000"
78922,2014 Q3,HEALTHSTREAM INC,HSTM,Final Revenue,US Dollar,"44,525,000"
78930,2014 Q4,HEALTHSTREAM INC,HSTM,Final Revenue,US Dollar,"45,339,000"
78939,2015 Q1,HEALTHSTREAM INC,HSTM,Final Revenue,US Dollar,"47,156,000"
78947,2015 Q2,HEALTHSTREAM INC,HSTM,Final Revenue,US Dollar,"52,145,000"
78954,2015 Q3,HEALTHSTREAM INC,HSTM,Final Revenue,US Dollar,"53,835,000"
78961,2015 Q4,HEALTHSTREAM INC,HSTM,Final Revenue,US Dollar,"55,866,000"
78969,2016 Q1,HEALTHSTREAM INC,HSTM,Final Revenue,US Dollar,"54,078,000"
78976,2016 Q2,HEALTHSTREAM INC,HSTM,Final Revenue,US Dollar,"54,793,000"
78983,2016 Q3,HEALTHSTREAM INC,HSTM,Final Revenue,US Dollar,"58,367,000"
78990,2016 Q4,HEALTHSTREAM INC,HSTM,Final Revenue,US Dollar,"58,736,000"
78998,2014 Q1,HEARTLAND EXPRESS INC,HTLD,Final Revenue,US Dollar,"224,481,000"
79006,2014 Q2,HEARTLAND EXPRESS INC,HTLD,Final Revenue,US Dollar,"226,785,000"
79014,2014 Q3,HEARTLAND EXPRESS INC,HTLD,Final Revenue,US Dollar,"217,092,000"
79022,2014 Q4,HEARTLAND EXPRESS INC,HTLD,Final Revenue,US Dollar,"202,997,000"
79031,2015 Q1,HEARTLAND EXPRESS INC,HTLD,Final Revenue,US Dollar,"187,523,000"
79039,2015 Q2,HEARTLAND EXPRESS INC,HTLD,Final Revenue,US Dollar,"191,684,000"
79047,2015 Q3,HEARTLAND EXPRESS INC,HTLD,Final Revenue,US Dollar,"182,533,000"
79055,2015 Q4,HEARTLAND EXPRESS INC,HTLD,Final Revenue,US Dollar,"174,605,000"
79064,2016 Q1,HEARTLAND EXPRESS INC,HTLD,Final Revenue,US Dollar,"162,786,000"
79072,2016 Q2,HEARTLAND EXPRESS INC,HTLD,Final Revenue,US Dollar,"160,791,000"
79080,2016 Q3,HEARTLAND EXPRESS INC,HTLD,Final Revenue,US Dollar,"149,316,000"
79088,2016 Q4,HEARTLAND EXPRESS INC,HTLD,Final Revenue,US Dollar,"140,044,000"
79151,2014 Q1,"HEAT BIOLOGICS, INC.",HTBX,Final Revenue,US Dollar,0
79226,2014 Q1,"H&E Equipment Services, Inc.",HEES,Final Revenue,US Dollar,"237,229,000"
79234,2014 Q2,"H&E Equipment Services, Inc.",HEES,Final Revenue,US Dollar,"280,378,000"
79242,2014 Q3,"H&E Equipment Services, Inc.",HEES,Final Revenue,US Dollar,"275,044,000"
79250,2014 Q4,"H&E Equipment Services, Inc.",HEES,Final Revenue,US Dollar,"297,761,000"
79259,2015 Q1,"H&E Equipment Services, Inc.",HEES,Final Revenue,US Dollar,"227,410,000"
79267,2015 Q2,"H&E Equipment Services, Inc.",HEES,Final Revenue,US Dollar,"262,360,000"
79275,2015 Q3,"H&E Equipment Services, Inc.",HEES,Final Revenue,US Dollar,"276,853,000"
79283,2015 Q4,"H&E Equipment Services, Inc.",HEES,Final Revenue,US Dollar,"273,208,000"
79292,2016 Q1,"H&E Equipment Services, Inc.",HEES,Final Revenue,US Dollar,"247,010,000"
79300,2016 Q2,"H&E Equipment Services, Inc.",HEES,Final Revenue,US Dollar,"242,095,000"
79308,2016 Q3,"H&E Equipment Services, Inc.",HEES,Final Revenue,US Dollar,"244,686,000"
79316,2016 Q4,"H&E Equipment Services, Inc.",HEES,Final Revenue,US Dollar,"244,346,000"
79326,2014 Q1,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,Final Revenue,US Dollar,"115,532,000"
79334,2014 Q2,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,Final Revenue,US Dollar,"140,958,000"
79342,2014 Q3,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,Final Revenue,US Dollar,"130,261,000"
79350,2014 Q4,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,Final Revenue,US Dollar,"126,488,000"
79359,2015 Q1,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,Final Revenue,US Dollar,"118,479,000"
79367,2015 Q2,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,Final Revenue,US Dollar,"137,686,000"
79374,2015 Q3,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,Final Revenue,US Dollar,"142,850,000"
79381,2015 Q4,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,Final Revenue,US Dollar,"149,296,000"
79389,2016 Q1,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,Final Revenue,US Dollar,"134,287,000"
79396,2016 Q2,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,Final Revenue,US Dollar,"153,816,000"
79403,2016 Q3,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,Final Revenue,US Dollar,"148,239,000"
79410,2016 Q4,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,Final Revenue,US Dollar,"164,564,000"
79417,2014 Q1,HELEN OF TROY LTD,HELE,Final Revenue,US Dollar,"312,520,000"
79425,2014 Q2,HELEN OF TROY LTD,HELE,Final Revenue,US Dollar,"311,778,000"
79433,2014 Q3,HELEN OF TROY LTD,HELE,Final Revenue,US Dollar,"319,949,000"
79441,2014 Q4,HELEN OF TROY LTD,HELE,Final Revenue,US Dollar,"435,674,000"
79449,2015 Q1,HELEN OF TROY LTD,HELE,Final Revenue,US Dollar,"377,730,000"
79457,2015 Q2,HELEN OF TROY LTD,HELE,Final Revenue,US Dollar,"345,345,000"
79465,2015 Q3,HELEN OF TROY LTD,HELE,Final Revenue,US Dollar,"369,129,000"
79473,2015 Q4,HELEN OF TROY LTD,HELE,Final Revenue,US Dollar,"445,503,000"
79481,2016 Q1,HELEN OF TROY LTD,HELE,Final Revenue,US Dollar,"385,724,000"
79489,2016 Q2,HELEN OF TROY LTD,HELE,Final Revenue,US Dollar,"347,938,000"
79497,2016 Q3,HELEN OF TROY LTD,HELE,Final Revenue,US Dollar,"368,170,000"
79505,2016 Q4,HELEN OF TROY LTD,HELE,Final Revenue,US Dollar,"444,414,000"
79514,2014 Q1,Helios & Matheson Analytics Inc.,HMNY,Final Revenue,US Dollar,"2,934,000"
79521,2014 Q2,Helios & Matheson Analytics Inc.,HMNY,Final Revenue,US Dollar,"2,801,000"
79528,2014 Q3,Helios & Matheson Analytics Inc.,HMNY,Final Revenue,US Dollar,"2,510,000"
79535,2014 Q4,Helios & Matheson Analytics Inc.,HMNY,Final Revenue,US Dollar,"2,396,000"
79543,2015 Q1,Helios & Matheson Analytics Inc.,HMNY,Final Revenue,US Dollar,"2,493,512"
79550,2015 Q2,Helios & Matheson Analytics Inc.,HMNY,Final Revenue,US Dollar,"2,413,118"
79557,2015 Q3,Helios & Matheson Analytics Inc.,HMNY,Final Revenue,US Dollar,"2,459,393"
79564,2015 Q4,Helios & Matheson Analytics Inc.,HMNY,Final Revenue,US Dollar,"2,371,000"
79572,2016 Q1,Helios & Matheson Analytics Inc.,HMNY,Final Revenue,US Dollar,"1,996,261"
79580,2016 Q2,Helios & Matheson Analytics Inc.,HMNY,Final Revenue,US Dollar,"1,858,186"
79587,2016 Q3,Helios & Matheson Analytics Inc.,HMNY,Final Revenue,US Dollar,"1,720,515"
79594,2016 Q4,Helios & Matheson Analytics Inc.,HMNY,Final Revenue,US Dollar,"1,184,738"
79601,2014 Q1,"HEMISPHERE MEDIA GROUP, INC.",HMTV,Final Revenue,US Dollar,"20,951,000"
79609,2014 Q2,"HEMISPHERE MEDIA GROUP, INC.",HMTV,Final Revenue,US Dollar,"29,055,000"
79617,2014 Q3,"HEMISPHERE MEDIA GROUP, INC.",HMTV,Final Revenue,US Dollar,"28,781,000"
79625,2014 Q4,"HEMISPHERE MEDIA GROUP, INC.",HMTV,Final Revenue,US Dollar,"33,202,000"
79633,2015 Q1,"HEMISPHERE MEDIA GROUP, INC.",HMTV,Final Revenue,US Dollar,"29,471,000"
79641,2015 Q2,"HEMISPHERE MEDIA GROUP, INC.",HMTV,Final Revenue,US Dollar,"32,618,000"
79649,2015 Q3,"HEMISPHERE MEDIA GROUP, INC.",HMTV,Final Revenue,US Dollar,"31,465,000"
79657,2015 Q4,"HEMISPHERE MEDIA GROUP, INC.",HMTV,Final Revenue,US Dollar,"36,236,000"
79665,2016 Q1,"HEMISPHERE MEDIA GROUP, INC.",HMTV,Final Revenue,US Dollar,"30,971,000"
79673,2016 Q2,"HEMISPHERE MEDIA GROUP, INC.",HMTV,Final Revenue,US Dollar,"35,031,000"
79681,2016 Q3,"HEMISPHERE MEDIA GROUP, INC.",HMTV,Final Revenue,US Dollar,"33,116,000"
79689,2016 Q4,"HEMISPHERE MEDIA GROUP, INC.",HMTV,Final Revenue,US Dollar,"39,407,000"
79696,2014 Q1,HENNESSY ADVISORS INC,HNNA,Final Revenue,US Dollar,"8,310,000"
79703,2014 Q2,HENNESSY ADVISORS INC,HNNA,Final Revenue,US Dollar,"8,784,000"
79710,2014 Q3,HENNESSY ADVISORS INC,HNNA,Final Revenue,US Dollar,"9,511,000"
79719,2014 Q4,HENNESSY ADVISORS INC,HNNA,Final Revenue,US Dollar,"9,734,000"
79726,2015 Q1,HENNESSY ADVISORS INC,HNNA,Final Revenue,US Dollar,"10,558,000"
79733,2015 Q2,HENNESSY ADVISORS INC,HNNA,Final Revenue,US Dollar,"11,968,000"
79740,2015 Q3,HENNESSY ADVISORS INC,HNNA,Final Revenue,US Dollar,"12,479,000"
79748,2015 Q4,HENNESSY ADVISORS INC,HNNA,Final Revenue,US Dollar,"13,153,000"
79755,2016 Q1,HENNESSY ADVISORS INC,HNNA,Final Revenue,US Dollar,"12,192,000"
79762,2016 Q2,HENNESSY ADVISORS INC,HNNA,Final Revenue,US Dollar,"12,995,000"
79769,2016 Q3,HENNESSY ADVISORS INC,HNNA,Final Revenue,US Dollar,"13,070,000"
79777,2016 Q4,HENNESSY ADVISORS INC,HNNA,Final Revenue,US Dollar,"13,294,000"
79784,2014 Q1,HENRY JACK & ASSOCIATES INC,JKHY,Final Revenue,US Dollar,"291,434,000"
79793,2014 Q2,HENRY JACK & ASSOCIATES INC,JKHY,Final Revenue,US Dollar,"315,166,000"
79803,2014 Q3,HENRY JACK & ASSOCIATES INC,JKHY,Final Revenue,US Dollar,"301,474,000"
79812,2014 Q4,HENRY JACK & ASSOCIATES INC,JKHY,Final Revenue,US Dollar,"311,294,000"
79821,2015 Q1,HENRY JACK & ASSOCIATES INC,JKHY,Final Revenue,US Dollar,"309,709,000"
79830,2015 Q2,HENRY JACK & ASSOCIATES INC,JKHY,Final Revenue,US Dollar,"333,713,000"
79840,2015 Q3,HENRY JACK & ASSOCIATES INC,JKHY,Final Revenue,US Dollar,"321,618,000"
79849,2015 Q4,HENRY JACK & ASSOCIATES INC,JKHY,Final Revenue,US Dollar,"332,872,000"
79858,2016 Q1,HENRY JACK & ASSOCIATES INC,JKHY,Final Revenue,US Dollar,"333,186,000"
79867,2016 Q2,HENRY JACK & ASSOCIATES INC,JKHY,Final Revenue,US Dollar,"366,970,000"
79877,2016 Q3,HENRY JACK & ASSOCIATES INC,JKHY,Final Revenue,US Dollar,"345,028,000"
79886,2016 Q4,HENRY JACK & ASSOCIATES INC,JKHY,Final Revenue,US Dollar,"348,553,000"
79896,2014 Q1,HENRY SCHEIN INC,HSIC,Final Revenue,US Dollar,"2,430,159,000"
79905,2014 Q2,HENRY SCHEIN INC,HSIC,Final Revenue,US Dollar,"2,615,406,000"
79914,2014 Q3,HENRY SCHEIN INC,HSIC,Final Revenue,US Dollar,"2,623,729,000"
79923,2014 Q4,HENRY SCHEIN INC,HSIC,Final Revenue,US Dollar,"2,702,096,000"
79933,2015 Q1,HENRY SCHEIN INC,HSIC,Final Revenue,US Dollar,"2,463,646,000"
79942,2015 Q2,HENRY SCHEIN INC,HSIC,Final Revenue,US Dollar,"2,629,320,000"
79951,2015 Q3,HENRY SCHEIN INC,HSIC,Final Revenue,US Dollar,"2,685,835,000"
79960,2015 Q4,HENRY SCHEIN INC,HSIC,Final Revenue,US Dollar,"2,850,918,000"
79970,2016 Q1,HENRY SCHEIN INC,HSIC,Final Revenue,US Dollar,"2,712,956,000"
79979,2016 Q2,HENRY SCHEIN INC,HSIC,Final Revenue,US Dollar,"2,872,630,000"
79988,2016 Q3,HENRY SCHEIN INC,HSIC,Final Revenue,US Dollar,"2,865,148,000"
79997,2016 Q4,HENRY SCHEIN INC,HSIC,Final Revenue,US Dollar,"3,120,934,000"
80067,2014 Q1,"Heritage-Crystal Clean, Inc.",HCCI,Final Revenue,US Dollar,"65,965,000"
80075,2014 Q2,"Heritage-Crystal Clean, Inc.",HCCI,Final Revenue,US Dollar,"78,081,000"
80083,2014 Q3,"Heritage-Crystal Clean, Inc.",HCCI,Final Revenue,US Dollar,"77,916,000"
80089,2014 Q4,"Heritage-Crystal Clean, Inc.",HCCI,Final Revenue,US Dollar,"117,090,000"
80096,2015 Q1,"Heritage-Crystal Clean, Inc.",HCCI,Final Revenue,US Dollar,"84,036,000"
80104,2015 Q2,"Heritage-Crystal Clean, Inc.",HCCI,Final Revenue,US Dollar,"82,941,000"
80110,2015 Q3,"Heritage-Crystal Clean, Inc.",HCCI,Final Revenue,US Dollar,"82,686,000"
80116,2015 Q4,"Heritage-Crystal Clean, Inc.",HCCI,Final Revenue,US Dollar,"100,355,000"
80123,2016 Q1,"Heritage-Crystal Clean, Inc.",HCCI,Final Revenue,US Dollar,"78,453,000"
80131,2016 Q2,"Heritage-Crystal Clean, Inc.",HCCI,Final Revenue,US Dollar,"80,552,000"
80139,2016 Q3,"Heritage-Crystal Clean, Inc.",HCCI,Final Revenue,US Dollar,"81,873,000"
80147,2016 Q4,"Heritage-Crystal Clean, Inc.",HCCI,Final Revenue,US Dollar,"106,749,000"
80206,2016 Q1,"HERON THERAPEUTICS, INC. /DE/",HRTX,Final Revenue,US Dollar,0
80213,2016 Q2,"HERON THERAPEUTICS, INC. /DE/",HRTX,Final Revenue,US Dollar,0
80220,2016 Q3,"HERON THERAPEUTICS, INC. /DE/",HRTX,Final Revenue,US Dollar,0
80227,2016 Q4,"HERON THERAPEUTICS, INC. /DE/",HRTX,Final Revenue,US Dollar,"1,279,000"
80235,2014 Q1,HESKA CORP,HSKA,Final Revenue,US Dollar,"20,793,000"
80244,2014 Q2,HESKA CORP,HSKA,Final Revenue,US Dollar,"22,916,000"
80253,2014 Q3,HESKA CORP,HSKA,Final Revenue,US Dollar,"21,805,000"
80266,2014 Q4,HESKA CORP,HSKA,Final Revenue,US Dollar,"24,323,000"
80276,2015 Q1,HESKA CORP,HSKA,Final Revenue,US Dollar,"22,894,000"
80285,2015 Q2,HESKA CORP,HSKA,Final Revenue,US Dollar,"23,910,000"
80294,2015 Q3,HESKA CORP,HSKA,Final Revenue,US Dollar,"28,034,000"
80307,2015 Q4,HESKA CORP,HSKA,Final Revenue,US Dollar,"29,759,000"
80317,2016 Q1,HESKA CORP,HSKA,Final Revenue,US Dollar,"27,146,000"
80326,2016 Q2,HESKA CORP,HSKA,Final Revenue,US Dollar,"29,965,000"
80335,2016 Q3,HESKA CORP,HSKA,Final Revenue,US Dollar,"33,430,000"
80348,2016 Q4,HESKA CORP,HSKA,Final Revenue,US Dollar,"39,542,000"
80358,2014 Q1,HIBBETT SPORTS INC,HIBB,Final Revenue,US Dollar,"261,909,000"
80367,2014 Q2,HIBBETT SPORTS INC,HIBB,Final Revenue,US Dollar,"193,918,000"
80376,2014 Q3,HIBBETT SPORTS INC,HIBB,Final Revenue,US Dollar,"218,321,000"
80385,2014 Q4,HIBBETT SPORTS INC,HIBB,Final Revenue,US Dollar,"239,338,000"
80395,2015 Q1,HIBBETT SPORTS INC,HIBB,Final Revenue,US Dollar,"269,823,000"
80404,2015 Q2,HIBBETT SPORTS INC,HIBB,Final Revenue,US Dollar,"199,261,000"
80413,2015 Q3,HIBBETT SPORTS INC,HIBB,Final Revenue,US Dollar,"228,301,000"
80422,2015 Q4,HIBBETT SPORTS INC,HIBB,Final Revenue,US Dollar,"245,719,000"
80432,2016 Q1,HIBBETT SPORTS INC,HIBB,Final Revenue,US Dollar,"282,092,000"
80441,2016 Q2,HIBBETT SPORTS INC,HIBB,Final Revenue,US Dollar,"206,933,000"
80450,2016 Q3,HIBBETT SPORTS INC,HIBB,Final Revenue,US Dollar,"237,006,000"
80459,2016 Q4,HIBBETT SPORTS INC,HIBB,Final Revenue,US Dollar,"246,929,000"
80469,2014 Q1,"Highpower International, Inc.",HPJ,Final Revenue,US Dollar,"29,160,314"
80478,2014 Q2,"Highpower International, Inc.",HPJ,Final Revenue,US Dollar,"38,134,636"
80487,2014 Q3,"Highpower International, Inc.",HPJ,Final Revenue,US Dollar,"44,474,560"
80496,2014 Q4,"Highpower International, Inc.",HPJ,Final Revenue,US Dollar,"35,318,656"
80506,2015 Q1,"Highpower International, Inc.",HPJ,Final Revenue,US Dollar,"32,137,648"
80515,2015 Q2,"Highpower International, Inc.",HPJ,Final Revenue,US Dollar,"38,635,801"
80524,2015 Q3,"Highpower International, Inc.",HPJ,Final Revenue,US Dollar,"37,556,826"
80533,2015 Q4,"Highpower International, Inc.",HPJ,Final Revenue,US Dollar,"37,850,736"
80543,2016 Q1,"Highpower International, Inc.",HPJ,Final Revenue,US Dollar,"29,097,055"
80552,2016 Q2,"Highpower International, Inc.",HPJ,Final Revenue,US Dollar,"36,732,310"
80561,2016 Q3,"Highpower International, Inc.",HPJ,Final Revenue,US Dollar,"54,142,916"
80570,2016 Q4,"Highpower International, Inc.",HPJ,Final Revenue,US Dollar,"53,878,832"
80596,2015 Q1,HISTOGENICS CORP,HSGX,Final Revenue,US Dollar,0
80603,2015 Q2,HISTOGENICS CORP,HSGX,Final Revenue,US Dollar,0
80610,2015 Q3,HISTOGENICS CORP,HSGX,Final Revenue,US Dollar,0
80617,2015 Q4,HISTOGENICS CORP,HSGX,Final Revenue,US Dollar,0
80625,2016 Q1,HISTOGENICS CORP,HSGX,Final Revenue,US Dollar,0
80632,2016 Q2,HISTOGENICS CORP,HSGX,Final Revenue,US Dollar,0
80639,2016 Q3,HISTOGENICS CORP,HSGX,Final Revenue,US Dollar,0
80646,2016 Q4,HISTOGENICS CORP,HSGX,Final Revenue,US Dollar,0
80728,2014 Q1,HMS HOLDINGS CORP,HMSY,Final Revenue,US Dollar,"104,707,000"
80736,2014 Q2,HMS HOLDINGS CORP,HMSY,Final Revenue,US Dollar,"112,561,000"
80744,2014 Q3,HMS HOLDINGS CORP,HMSY,Final Revenue,US Dollar,"113,796,000"
80752,2014 Q4,HMS HOLDINGS CORP,HMSY,Final Revenue,US Dollar,"112,161,000"
80761,2015 Q1,HMS HOLDINGS CORP,HMSY,Final Revenue,US Dollar,"110,324,000"
80769,2015 Q2,HMS HOLDINGS CORP,HMSY,Final Revenue,US Dollar,"116,934,000"
80777,2015 Q3,HMS HOLDINGS CORP,HMSY,Final Revenue,US Dollar,"118,444,000"
80785,2015 Q4,HMS HOLDINGS CORP,HMSY,Final Revenue,US Dollar,"128,514,000"
80794,2016 Q1,HMS HOLDINGS CORP,HMSY,Final Revenue,US Dollar,"119,763,000"
80802,2016 Q2,HMS HOLDINGS CORP,HMSY,Final Revenue,US Dollar,"123,550,000"
80810,2016 Q3,HMS HOLDINGS CORP,HMSY,Final Revenue,US Dollar,"124,604,000"
80818,2016 Q4,HMS HOLDINGS CORP,HMSY,Final Revenue,US Dollar,"125,590,000"
80826,2014 Q1,HOLOGIC INC,HOLX,Final Revenue,US Dollar,"625,000,000"
80835,2014 Q2,HOLOGIC INC,HOLX,Final Revenue,US Dollar,"632,600,000"
80844,2014 Q3,HOLOGIC INC,HOLX,Final Revenue,US Dollar,"660,600,000"
80854,2014 Q4,HOLOGIC INC,HOLX,Final Revenue,US Dollar,"652,800,000"
80863,2015 Q1,HOLOGIC INC,HOLX,Final Revenue,US Dollar,"655,500,000"
80872,2015 Q2,HOLOGIC INC,HOLX,Final Revenue,US Dollar,"693,900,000"
80881,2015 Q3,HOLOGIC INC,HOLX,Final Revenue,US Dollar,"702,800,000"
80891,2015 Q4,HOLOGIC INC,HOLX,Final Revenue,US Dollar,"695,200,000"
80900,2016 Q1,HOLOGIC INC,HOLX,Final Revenue,US Dollar,"693,300,000"
80909,2016 Q2,HOLOGIC INC,HOLX,Final Revenue,US Dollar,"717,400,000"
80918,2016 Q3,HOLOGIC INC,HOLX,Final Revenue,US Dollar,"726,800,000"
80928,2016 Q4,HOLOGIC INC,HOLX,Final Revenue,US Dollar,"734,400,000"
81273,2014 Q1,"HomeTrust Bancshares, Inc.",HTBI,Final Revenue,US Dollar,0
81301,2015 Q1,"HomeTrust Bancshares, Inc.",HTBI,Final Revenue,US Dollar,0
81353,2014 Q1,Hongli Clean Energy Technologies Corp.,"CETC, SCOK",Final Revenue,US Dollar,"10,993,882"
81361,2014 Q2,Hongli Clean Energy Technologies Corp.,"CETC, SCOK",Final Revenue,US Dollar,"8,589,588"
81370,2014 Q3,Hongli Clean Energy Technologies Corp.,"CETC, SCOK",Final Revenue,US Dollar,"13,573,836"
81378,2014 Q4,Hongli Clean Energy Technologies Corp.,"CETC, SCOK",Final Revenue,US Dollar,"12,677,319"
81386,2015 Q1,Hongli Clean Energy Technologies Corp.,"CETC, SCOK",Final Revenue,US Dollar,"10,860,134"
81394,2015 Q2,Hongli Clean Energy Technologies Corp.,"CETC, SCOK",Final Revenue,US Dollar,"8,501,795"
81403,2015 Q3,Hongli Clean Energy Technologies Corp.,"CETC, SCOK",Final Revenue,US Dollar,"6,442,238"
81411,2015 Q4,Hongli Clean Energy Technologies Corp.,"CETC, SCOK",Final Revenue,US Dollar,"5,364,361"
81419,2016 Q1,Hongli Clean Energy Technologies Corp.,"CETC, SCOK",Final Revenue,US Dollar,"4,516,107"
81427,2016 Q2,Hongli Clean Energy Technologies Corp.,"CETC, SCOK",Final Revenue,US Dollar,"2,630,951"
81436,2014 Q1,HOOKER FURNITURE CORP,HOFT,Final Revenue,US Dollar,"61,396,000"
81445,2014 Q2,HOOKER FURNITURE CORP,HOFT,Final Revenue,US Dollar,"54,883,000"
81453,2014 Q3,HOOKER FURNITURE CORP,HOFT,Final Revenue,US Dollar,"63,168,000"
81461,2014 Q4,HOOKER FURNITURE CORP,HOFT,Final Revenue,US Dollar,"64,903,000"
81470,2015 Q1,HOOKER FURNITURE CORP,HOFT,Final Revenue,US Dollar,"60,956,000"
81479,2015 Q2,HOOKER FURNITURE CORP,HOFT,Final Revenue,US Dollar,"60,140,000"
81487,2015 Q3,HOOKER FURNITURE CORP,HOFT,Final Revenue,US Dollar,"65,338,000"
81495,2015 Q4,HOOKER FURNITURE CORP,HOFT,Final Revenue,US Dollar,"60,565,000"
81504,2016 Q1,HOOKER FURNITURE CORP,HOFT,Final Revenue,US Dollar,"121,831,000"
81513,2016 Q2,HOOKER FURNITURE CORP,HOFT,Final Revenue,US Dollar,"136,163,000"
81521,2016 Q3,HOOKER FURNITURE CORP,HOFT,Final Revenue,US Dollar,"145,298,000"
81529,2016 Q4,HOOKER FURNITURE CORP,HOFT,Final Revenue,US Dollar,"173,927,000"
81756,2014 Q1,Horizon Pharma plc,HZNP,Final Revenue,US Dollar,"92,248,000"
81765,2014 Q2,Horizon Pharma plc,HZNP,Final Revenue,US Dollar,"66,062,000"
81774,2014 Q3,Horizon Pharma plc,HZNP,Final Revenue,US Dollar,"75,126,000"
81783,2014 Q4,Horizon Pharma plc,HZNP,Final Revenue,US Dollar,"103,841,000"
81793,2015 Q1,Horizon Pharma plc,HZNP,Final Revenue,US Dollar,"113,141,000"
81802,2015 Q2,Horizon Pharma plc,HZNP,Final Revenue,US Dollar,"172,821,000"
81811,2015 Q3,Horizon Pharma plc,HZNP,Final Revenue,US Dollar,"226,544,000"
81820,2015 Q4,Horizon Pharma plc,HZNP,Final Revenue,US Dollar,"244,538,000"
81830,2016 Q1,Horizon Pharma plc,HZNP,Final Revenue,US Dollar,"204,690,000"
81839,2016 Q2,Horizon Pharma plc,HZNP,Final Revenue,US Dollar,"257,378,000"
81848,2016 Q3,Horizon Pharma plc,HZNP,Final Revenue,US Dollar,"208,702,000"
81857,2016 Q4,Horizon Pharma plc,HZNP,Final Revenue,US Dollar,"310,350,000"
81866,2014 Q1,"Hortonworks, Inc.",HDP,Final Revenue,US Dollar,"8,537,000"
81872,2014 Q2,"Hortonworks, Inc.",HDP,Final Revenue,US Dollar,"12,087,000"
81878,2014 Q3,"Hortonworks, Inc.",HDP,Final Revenue,US Dollar,"12,764,000"
81885,2014 Q4,"Hortonworks, Inc.",HDP,Final Revenue,US Dollar,"12,660,000"
81895,2015 Q1,"Hortonworks, Inc.",HDP,Final Revenue,US Dollar,"22,317,000"
81904,2015 Q2,"Hortonworks, Inc.",HDP,Final Revenue,US Dollar,"29,956,000"
81913,2015 Q3,"Hortonworks, Inc.",HDP,Final Revenue,US Dollar,"32,250,000"
81922,2015 Q4,"Hortonworks, Inc.",HDP,Final Revenue,US Dollar,"37,421,000"
81932,2016 Q1,"Hortonworks, Inc.",HDP,Final Revenue,US Dollar,"41,342,000"
